TAXON_ORDER,CATEGORY,SPECIES_CODE,SCI_NAME,PRIMARY_COM_NAME,en_IOC,ORDER1,FAMILY,SPECIES_GROUP,REPORT_AS
15160,species,chcpih1,Lipaugus weberi,Chestnut-capped Piha,Chestnut-capped Piha,Passeriformes,Cotingidae (Cotingas),,
15161,species,duspih1,Lipaugus fuscocinereus,Dusky Piha,Dusky Piha,Passeriformes,Cotingidae (Cotingas),,
15162,species,scwpih1,Lipaugus uropygialis,Scimitar-winged Piha,Scimitar-winged Piha,Passeriformes,Cotingidae (Cotingas),,
15163,species,rufpih1,Lipaugus unirufus,Rufous Piha,Rufous Piha,Passeriformes,Cotingidae (Cotingas),,
15166,species,scrpih1,Lipaugus vociferans,Screaming Piha,Screaming Piha,Passeriformes,Cotingidae (Cotingas),,
15167,species,civpih1,Lipaugus lanioides,Cinnamon-vented Piha,Cinnamon-vented Piha,Passeriformes,Cotingidae (Cotingas),,
15168,species,rocpih1,Lipaugus streptophorus,Rose-collared Piha,Rose-collared Piha,Passeriformes,Cotingidae (Cotingas),,
15169,species,bagcot1,Tijuca atra,Black-and-gold Cotinga,Black-and-gold Cotinga,Passeriformes,Cotingidae (Cotingas),,
15170,species,gywcot1,Tijuca condita,Gray-winged Cotinga,Grey-winged Cotinga,Passeriformes,Cotingidae (Cotingas),,
15171,species,thwbel,Procnias tricarunculatus,Three-wattled Bellbird,Three-wattled Bellbird,Passeriformes,Cotingidae (Cotingas),,
15172,species,whibel2,Procnias albus,White Bellbird,White Bellbird,Passeriformes,Cotingidae (Cotingas),,
15175,species,beabel1,Procnias averano,Bearded Bellbird,Bearded Bellbird,Passeriformes,Cotingidae (Cotingas),,
15178,species,batbel1,Procnias nudicollis,Bare-throated Bellbird,Bare-throated Bellbird,Passeriformes,Cotingidae (Cotingas),,
15179,species,putcot1,Porphyrolaema porphyrolaema,Purple-throated Cotinga,Purple-throated Cotinga,Passeriformes,Cotingidae (Cotingas),,
15180,species,bltcot1,Carpodectes hopkei,Black-tipped Cotinga,Black-tipped Cotinga,Passeriformes,Cotingidae (Cotingas),,
15181,species,yebcot1,Carpodectes antoniae,Yellow-billed Cotinga,Yellow-billed Cotinga,Passeriformes,Cotingidae (Cotingas),,
15182,species,snocot1,Carpodectes nitidus,Snowy Cotinga,Snowy Cotinga,Passeriformes,Cotingidae (Cotingas),,
15183,species,pomcot1,Xipholena punicea,Pompadour Cotinga,Pompadour Cotinga,Passeriformes,Cotingidae (Cotingas),,
15184,species,whtcot1,Xipholena lamellipennis,White-tailed Cotinga,White-tailed Cotinga,Passeriformes,Cotingidae (Cotingas),,
15185,species,whwcot1,Xipholena atropurpurea,White-winged Cotinga,White-winged Cotinga,Passeriformes,Cotingidae (Cotingas),,
15186,species,banfru1,Gymnoderus foetidus,Bare-necked Fruitcrow,Bare-necked Fruitcrow,Passeriformes,Cotingidae (Cotingas),,
15187,species,blfcot1,Conioptilon mcilhennyi,Black-faced Cotinga,Black-faced Cotinga,Passeriformes,Cotingidae (Cotingas),,
15188,species,swtcot1,Phibalura flavirostris,Swallow-tailed Cotinga,Swallow-tailed/Palkachupa Cotinga,Passeriformes,Cotingidae (Cotingas),,
15189,issf,swtcot2,Phibalura flavirostris boliviana,Swallow-tailed Cotinga (Palkachupa),Palkachupa Cotinga,Passeriformes,Cotingidae (Cotingas),,swtcot1
15190,issf,swtcot3,Phibalura flavirostris flavirostris,Swallow-tailed Cotinga (Swallow-tailed),Swallow-tailed Cotinga,Passeriformes,Cotingidae (Cotingas),,swtcot1
15191,species,kincal1,Calyptura cristata,Kinglet Calyptura,Kinglet Calyptura,Passeriformes,Cotingidae (Cotingas),,
15191.3,species,dwtman1,Tyranneutes stolzmanni,Dwarf Tyrant-Manakin,Dwarf Tyrant-Manakin,Passeriformes,Pipridae (Manakins),Manakins,
15191.6,species,titman1,Tyranneutes virescens,Tiny Tyrant-Manakin,Tiny Tyrant-Manakin,Passeriformes,Pipridae (Manakins),,
15192,species,pbtman1,Neopelma pallescens,Pale-bellied Tyrant-Manakin,Pale-bellied Tyrant-Manakin,Passeriformes,Pipridae (Manakins),,
15193,species,sctman1,Neopelma chrysocephalum,Saffron-crested Tyrant-Manakin,Saffron-crested Tyrant-Manakin,Passeriformes,Pipridae (Manakins),,
15194,species,witman1,Neopelma aurifrons,Wied's Tyrant-Manakin,Wied's Tyrant-Manakin,Passeriformes,Pipridae (Manakins),,
15195,species,sdmman1,Neopelma chrysolophum,Serra do Mar Tyrant-Manakin,Serra do Mar Tyrant-Manakin,Passeriformes,Pipridae (Manakins),,
15196,species,sbtman1,Neopelma sulphureiventer,Sulphur-bellied Tyrant-Manakin,Sulphur-bellied Tyrant-Manakin,Passeriformes,Pipridae (Manakins),,
15198,species,yehman2,Chloropipo flavicapilla,Yellow-headed Manakin,Yellow-headed Manakin,Passeriformes,Pipridae (Manakins),,
15200,species,jetman2,Chloropipo unicolor,Jet Manakin,Jet Manakin,Passeriformes,Pipridae (Manakins),,
15211,species,araman1,Antilophia bokermanni,Araripe Manakin,Araripe Manakin,Passeriformes,Pipridae (Manakins),,
15212,species,helman1,Antilophia galeata,Helmeted Manakin,Helmeted Manakin,Passeriformes,Pipridae (Manakins),,
15213,species,latman1,Chiroxiphia lanceolata,Lance-tailed Manakin,Lance-tailed Manakin,Passeriformes,Pipridae (Manakins),,
15214,species,lotman1,Chiroxiphia linearis,Long-tailed Manakin,Long-tailed Manakin,Passeriformes,Pipridae (Manakins),,
15215,species,blbman1,Chiroxiphia pareola,Blue-backed Manakin,Blue-backed Manakin,Passeriformes,Pipridae (Manakins),,
15220,species,yunman1,Chiroxiphia boliviana,Yungas Manakin,Yungas Manakin,Passeriformes,Pipridae (Manakins),,
15221,species,swtman1,Chiroxiphia caudata,Swallow-tailed Manakin,Blue Manakin,Passeriformes,Pipridae (Manakins),,
15221.5,species,pitman1,Ilicura militaris,Pin-tailed Manakin,Pin-tailed Manakin,Passeriformes,Pipridae (Manakins),,
15222,species,gowman1,Masius chrysopterus,Golden-winged Manakin,Golden-winged Manakin,Passeriformes,Pipridae (Manakins),,
15225,species,whrman1,Corapipo altera,White-ruffed Manakin,White-ruffed Manakin,Passeriformes,Pipridae (Manakins),,
15226.5,species,whbman2,Corapipo leucorrhoa,White-bibbed Manakin,White-bibbed Manakin,Passeriformes,Pipridae (Manakins),,
15226.7,species,whtman1,Corapipo gutturalis,White-throated Manakin,White-throated Manakin,Passeriformes,Pipridae (Manakins),,
15227,species,oliman2,Xenopipo uniformis,Olive Manakin,Olive Manakin,Passeriformes,Pipridae (Manakins),,
15232,species,blaman1,Xenopipo atronitens,Black Manakin,Black Manakin,Passeriformes,Pipridae (Manakins),,
15250,species,greman2,Cryptopipo holochlora,Green Manakin,Green Manakin,Passeriformes,Pipridae (Manakins),,
15313,species,blcman1,Lepidothrix coronata,Blue-crowned Manakin,Blue-crowned Manakin,Passeriformes,Pipridae (Manakins),,
15314,issf,bucman1,Lepidothrix coronata velutina/minuscula,Blue-crowned Manakin (Velvety),Blue-crowned Manakin (Velvety),Passeriformes,Pipridae (Manakins),,blcman1
15317,issf,bucman2,Lepidothrix coronata [coronata Group],Blue-crowned Manakin (Blue-crowned),Blue-crowned Manakin (Blue-crowned),Passeriformes,Pipridae (Manakins),,blcman1
15321,issf,bucman3,Lepidothrix coronata [exquisita Group],Blue-crowned Manakin (Exquisite),Blue-crowned Manakin (Exquisite),Passeriformes,Pipridae (Manakins),,blcman1
15325,species,sncman1,Lepidothrix nattereri,Snow-capped Manakin,Snow-capped Manakin,Passeriformes,Pipridae (Manakins),,
15328,species,gocman2,Lepidothrix vilasboasi,Golden-crowned Manakin,Golden-crowned Manakin,Passeriformes,Pipridae (Manakins),,
15329,species,opcman1,Lepidothrix iris,Opal-crowned Manakin,Opal-crowned Manakin,Passeriformes,Pipridae (Manakins),,
15332,species,orbman1,Lepidothrix suavissima,Orange-bellied Manakin,Orange-bellied Manakin,Passeriformes,Pipridae (Manakins),,
15333,species,whfman1,Lepidothrix serena,White-fronted Manakin,White-fronted Manakin,Passeriformes,Pipridae (Manakins),,
15333.2,slash,y00886,Lepidothrix suavissima/serena,Orange-bellied/White-fronted Manakin,Orange-bellied/White-fronted Manakin,Passeriformes,Pipridae (Manakins),,
15334,species,blrman1,Lepidothrix isidorei,Blue-rumped Manakin,Blue-rumped Manakin,Passeriformes,Pipridae (Manakins),,
15337,species,cecman1,Lepidothrix coeruleocapilla,Cerulean-capped Manakin,Cerulean-capped Manakin,Passeriformes,Pipridae (Manakins),,
15337.005,spuh,lepido2,Lepidothrix sp.,Lepidothrix sp.,Lepidothrix sp.,Passeriformes,Pipridae (Manakins),,
15337.01,species,orcman3,Heterocercus aurantiivertex,Orange-crowned Manakin,Orange-crested Manakin,Passeriformes,Pipridae (Manakins),,
15337.015,species,yecman2,Heterocercus flavivertex,Yellow-crowned Manakin,Yellow-crested Manakin,Passeriformes,Pipridae (Manakins),,
15337.02333,species,flcman2,Heterocercus linteatus,Flame-crowned Manakin,Flame-crested Manakin,Passeriformes,Pipridae (Manakins),,
15337.03083,species,whcman1,Manacus candei,White-collared Manakin,White-collared Manakin,Passeriformes,Pipridae (Manakins),,
15337.03833,species,orcman1,Manacus aurantiacus,Orange-collared Manakin,Orange-collared Manakin,Passeriformes,Pipridae (Manakins),,
15337.04583,species,gocman1,Manacus vitellinus,Golden-collared Manakin,Golden-collared Manakin,Passeriformes,Pipridae (Manakins),,
15337.06,hybrid,x00811,Manacus candei x vitellinus,White-collared x Golden-collared Manakin (hybrid),White-collared x Golden-collared Manakin (hybrid),Passeriformes,Pipridae (Manakins),,
15337.08333,species,whbman1,Manacus manacus,White-bearded Manakin,White-bearded Manakin,Passeriformes,Pipridae (Manakins),,
15337.20333,species,crhman1,Pipra aureola,Crimson-hooded Manakin,Crimson-hooded Manakin,Passeriformes,Pipridae (Manakins),,
15337.24083,species,witman2,Pipra filicauda,Wire-tailed Manakin,Wire-tailed Manakin,Passeriformes,Pipridae (Manakins),,
15337.26333,species,batman1,Pipra fasciicauda,Band-tailed Manakin,Band-tailed Manakin,Passeriformes,Pipridae (Manakins),,
15337.30833,species,clwman1,Machaeropterus deliciosus,Club-winged Manakin,Club-winged Manakin,Passeriformes,Pipridae (Manakins),,
15337.31583,species,strman1,Machaeropterus regulus,Striped Manakin,Western/Eastern Striped Manakin,Passeriformes,Pipridae (Manakins),,
15337.32333,issf,strman3,Machaeropterus regulus [striolatus Group],Striped Manakin (Western),Western Striped Manakin (Western),Passeriformes,Pipridae (Manakins),,strman1
15337.36083,issf,strman4,Machaeropterus regulus aureopectus,Striped Manakin (aureopectus),Western Striped Manakin (aureopectoralis),Passeriformes,Pipridae (Manakins),,strman1
15337.36833,issf,strman2,Machaeropterus regulus regulus,Striped Manakin (Eastern),Eastern Striped Manakin,Passeriformes,Pipridae (Manakins),,strman1
15337.37583,species,ficman1,Machaeropterus pyrocephalus,Fiery-capped Manakin,Fiery-capped Manakin,Passeriformes,Pipridae (Manakins),,
15337.39833,species,whcman2,Dixiphia pipra,White-crowned Manakin,White-crowned Manakin,Passeriformes,Pipridae (Manakins),,
15337.40583,issf,whcman3,Dixiphia pipra anthracina,White-crowned Manakin (Zeledon's),White-crowned Manakin (Zeledon's),Passeriformes,Pipridae (Manakins),,whcman2
15337.41333,issf,whcman4,Dixiphia pipra [pipra Group],White-crowned Manakin (White-crowned),White-crowned Manakin (White-crowned),Passeriformes,Pipridae (Manakins),,whcman2
15337.51083,species,schman1,Ceratopipra cornuta,Scarlet-horned Manakin,Scarlet-horned Manakin,Passeriformes,Pipridae (Manakins),,
15337.51833,species,recman1,Ceratopipra mentalis,Red-capped Manakin,Red-capped Manakin,Passeriformes,Pipridae (Manakins),,
15337.54833,species,gohman1,Ceratopipra erythrocephala,Golden-headed Manakin,Golden-headed Manakin,Passeriformes,Pipridae (Manakins),,
15337.57833,species,rehman1,Ceratopipra rubrocapilla,Red-headed Manakin,Red-headed Manakin,Passeriformes,Pipridae (Manakins),,
15337.58583,species,rotman1,Ceratopipra chloromeros,Round-tailed Manakin,Round-tailed Manakin,Passeriformes,Pipridae (Manakins),,
15337.59333,spuh,manaki1,Pipridae sp.,manakin sp.,manakin sp.,Passeriformes,Pipridae (Manakins),,
15338,species,wibpip1,Piprites chloris,Wing-barred Piprites,Wing-barred Piprites,Passeriformes,Pipridae (Manakins),,
15346,species,grhpip1,Piprites griseiceps,Gray-headed Piprites,Grey-headed Piprites,Passeriformes,Pipridae (Manakins),,
15347,species,bkcpip1,Piprites pileata,Black-capped Piprites,Black-capped Piprites,Passeriformes,Pipridae (Manakins),,
15348,species,blttit1,Tityra cayana,Black-tailed Tityra,Black-tailed Tityra,Passeriformes,Tityridae (Tityras and Allies),"Becards, Tityras, and Allies",
15351,species,blctit1,Tityra inquisitor,Black-crowned Tityra,Black-crowned Tityra,Passeriformes,Tityridae (Tityras and Allies),,
15358,species,mastit1,Tityra semifasciata,Masked Tityra,Masked Tityra,Passeriformes,Tityridae (Tityras and Allies),,
15367.5,spuh,tityra1,Tityra sp.,Tityra sp.,Tityra sp.,Passeriformes,Tityridae (Tityras and Allies),,
15368,species,varsch1,Schiffornis major,Varzea Schiffornis,Varzea Schiffornis,Passeriformes,Tityridae (Tityras and Allies),,
15371,species,thlsch7,Schiffornis olivacea,Olivaceous Schiffornis,Guianan Schiffornis,Passeriformes,Tityridae (Tityras and Allies),,
15372,species,thlsch2,Schiffornis veraepacis,Northern Schiffornis,Northern Schiffornis,Passeriformes,Tityridae (Tityras and Allies),,
15373,issf,norsch1,Schiffornis veraepacis [veraepacis Group],Northern Schiffornis (Northern),Northern Schiffornis (Northern),Passeriformes,Tityridae (Tityras and Allies),,thlsch2
15377,issf,thlsch5,Schiffornis veraepacis rosenbergi,Northern Schiffornis (Ecuadorian),Northern Schiffornis (Ecuadorian),Passeriformes,Tityridae (Tityras and Allies),,thlsch2
15379,species,thlsch8,Schiffornis aenea,Foothill Schiffornis,Foothill Schiffornis,Passeriformes,Tityridae (Tityras and Allies),,
15380,species,thlsch4,Schiffornis stenorhyncha,Russet-winged Schiffornis,Russet-winged Schiffornis,Passeriformes,Tityridae (Tityras and Allies),,
15384,species,thlsch3,Schiffornis turdina,Brown-winged Schiffornis,Brown-winged Schiffornis,Passeriformes,Tityridae (Tityras and Allies),,
15384.5,issf,thlsch6,Schiffornis turdina amazonum,Brown-winged Schiffornis (Amazonian),Brown-winged Schiffornis (Amazonian),Passeriformes,Tityridae (Tityras and Allies),,thlsch3
15384.7,issf,bnwsch1,Schiffornis turdina [turdina Group],Brown-winged Schiffornis (Brown-winged),Brown-winged Schiffornis (Brown-winged),Passeriformes,Tityridae (Tityras and Allies),,thlsch3
15389,species,gresch2,Schiffornis virescens,Greenish Schiffornis,Greenish Schiffornis,Passeriformes,Tityridae (Tityras and Allies),,
15389.5,spuh,thlsch,Schiffornis sp.,Schiffornis sp.,Schiffornis sp.,Passeriformes,Tityridae (Tityras and Allies),,
15390,species,cinmou1,Laniocera hypopyrra,Cinereous Mourner,Cinereous Mourner,Passeriformes,Tityridae (Tityras and Allies),,
15391,species,spemou1,Laniocera rufescens,Speckled Mourner,Speckled Mourner,Passeriformes,Tityridae (Tityras and Allies),,
15395,species,whbpur1,Iodopleura isabellae,White-browed Purpletuft,White-browed Purpletuft,Passeriformes,Tityridae (Tityras and Allies),,
15398,species,duspur1,Iodopleura fusca,Dusky Purpletuft,Dusky Purpletuft,Passeriformes,Tityridae (Tityras and Allies),,
15399,species,butpur1,Iodopleura pipra,Buff-throated Purpletuft,Buff-throated Purpletuft,Passeriformes,Tityridae (Tityras and Allies),,
15402,species,shlcot1,Laniisoma elegans,Shrike-like Cotinga,Andean/Brazilian Laniisoma,Passeriformes,Tityridae (Tityras and Allies),,
15403,issf,shlcot2,Laniisoma elegans [buckleyi Group],Shrike-like Cotinga (Andean),Andean Laniisoma,Passeriformes,Tityridae (Tityras and Allies),,shlcot1
15406,issf,shlcot3,Laniisoma elegans elegans,Shrike-like Cotinga (Brazilian),Brazilian Laniisoma,Passeriformes,Tityridae (Tityras and Allies),,shlcot1
15407,species,whnxen1,Xenopsaris albinucha,White-naped Xenopsaris,White-naped Xenopsaris,Passeriformes,Tityridae (Tityras and Allies),,
15410,species,grbbec1,Pachyramphus viridis,Green-backed Becard,Green-backed/Yellow-cheeked Becard,Passeriformes,Tityridae (Tityras and Allies),,
15411,issf,gnbbec1,Pachyramphus viridis viridis/griseigularis,Green-backed Becard (Green-backed),Green-backed Becard,Passeriformes,Tityridae (Tityras and Allies),,grbbec1
15414,issf,gnbbec2,Pachyramphus viridis xanthogenys/peruanus,Green-backed Becard (Yellow-cheeked),Yellow-cheeked Becard,Passeriformes,Tityridae (Tityras and Allies),,grbbec1
15417,species,barbec1,Pachyramphus versicolor,Barred Becard,Barred Becard,Passeriformes,Tityridae (Tityras and Allies),,
15421,species,slabec1,Pachyramphus spodiurus,Slaty Becard,Slaty Becard,Passeriformes,Tityridae (Tityras and Allies),,
15422,species,cinbec2,Pachyramphus rufus,Cinereous Becard,Cinereous Becard,Passeriformes,Tityridae (Tityras and Allies),,
15425,species,cinbec1,Pachyramphus cinnamomeus,Cinnamon Becard,Cinnamon Becard,Passeriformes,Tityridae (Tityras and Allies),,
15430,species,chcbec1,Pachyramphus castaneus,Chestnut-crowned Becard,Chestnut-crowned Becard,Passeriformes,Tityridae (Tityras and Allies),,
15436,species,whwbec1,Pachyramphus polychopterus,White-winged Becard,White-winged Becard,Passeriformes,Tityridae (Tityras and Allies),,
15445,species,bawbec1,Pachyramphus albogriseus,Black-and-white Becard,Black-and-white Becard,Passeriformes,Tityridae (Tityras and Allies),,
15451,species,grcbec1,Pachyramphus major,Gray-collared Becard,Grey-collared Becard,Passeriformes,Tityridae (Tityras and Allies),,
15457,species,blcbec1,Pachyramphus marginatus,Black-capped Becard,Black-capped Becard,Passeriformes,Tityridae (Tityras and Allies),,
15460,species,glbbec1,Pachyramphus surinamus,Glossy-backed Becard,Glossy-backed Becard,Passeriformes,Tityridae (Tityras and Allies),,
15461,species,rotbec,Pachyramphus aglaiae,Rose-throated Becard,Rose-throated Becard,Passeriformes,Tityridae (Tityras and Allies),,
15470,species,jambec1,Pachyramphus niger,Jamaican Becard,Jamaican Becard,Passeriformes,Tityridae (Tityras and Allies),,
15471,species,oncbec1,Pachyramphus homochrous,One-colored Becard,One-colored Becard,Passeriformes,Tityridae (Tityras and Allies),,
15475,species,pitbec1,Pachyramphus minor,Pink-throated Becard,Pink-throated Becard,Passeriformes,Tityridae (Tityras and Allies),,
15476,species,crebec1,Pachyramphus validus,Crested Becard,Crested Becard,Passeriformes,Tityridae (Tityras and Allies),,
15479,spuh,becard1,Pachyramphus sp.,becard sp.,becard sp.,Passeriformes,Tityridae (Tityras and Allies),,
15480,species,alblyr1,Menura alberti,Albert's Lyrebird,Albert's Lyrebird,Passeriformes,Menuridae (Lyrebirds),Lyrebirds,
15481,species,suplyr1,Menura novaehollandiae,Superb Lyrebird,Superb Lyrebird,Passeriformes,Menuridae (Lyrebirds),,
15485,species,rusbir1,Atrichornis rufescens,Rufous Scrub-bird,Rufous Scrubbird,Passeriformes,Atrichornithidae (Scrub-birds),Scrub-birds and Bowerbirds,
15488,species,nosbir1,Atrichornis clamosus,Noisy Scrub-bird,Noisy Scrubbird,Passeriformes,Atrichornithidae (Scrub-birds),,
15489,species,whecat1,Ailuroedus buccoides,White-eared Catbird,White-eared Catbird,Passeriformes,Ptilonorhynchidae (Bowerbirds),,
15495,species,spocat1,Ailuroedus melanotis,Spotted Catbird,Spotted Catbird,Passeriformes,Ptilonorhynchidae (Bowerbirds),,
15508.5,species,grecat1,Ailuroedus crassirostris,Green Catbird,Green Catbird,Passeriformes,Ptilonorhynchidae (Bowerbirds),,
15509,species,tobcat2,Scenopoeetes dentirostris,Tooth-billed Catbird,Tooth-billed Bowerbird,Passeriformes,Ptilonorhynchidae (Bowerbirds),,
15510,species,arcbow1,Archboldia papuensis,Archbold's Bowerbird,Archbold's Bowerbird (Archbold's),Passeriformes,Ptilonorhynchidae (Bowerbirds),,
15511,species,sanbow1,Archboldia sanfordi,Sanford's Bowerbird,Archbold's Bowerbird (Sanford's),Passeriformes,Ptilonorhynchidae (Bowerbirds),,
15512,species,vogbow2,Amblyornis inornata,Vogelkop Bowerbird,Vogelkop Bowerbird,Passeriformes,Ptilonorhynchidae (Bowerbirds),,
15513,species,macbow2,Amblyornis macgregoriae,Macgregor's Bowerbird,Macgregor's Bowerbird,Passeriformes,Ptilonorhynchidae (Bowerbirds),,
15520,species,strbow1,Amblyornis subalaris,Streaked Bowerbird,Streaked Bowerbird,Passeriformes,Ptilonorhynchidae (Bowerbirds),,
15521,species,gofbow1,Amblyornis flavifrons,Golden-fronted Bowerbird,Golden-fronted Bowerbird,Passeriformes,Ptilonorhynchidae (Bowerbirds),,
15522,species,golbow1,Amblyornis newtoniana,Golden Bowerbird,Golden Bowerbird,Passeriformes,Ptilonorhynchidae (Bowerbirds),,
15523,species,flabow1,Sericulus aureus,Flame Bowerbird,Masked/Flame Bowerbird,Passeriformes,Ptilonorhynchidae (Bowerbirds),,
15524,issf,flabow3,Sericulus aureus aureus,Flame Bowerbird (Masked),Masked Bowerbird,Passeriformes,Ptilonorhynchidae (Bowerbirds),,flabow1
15525,issf,flabow2,Sericulus aureus ardens,Flame Bowerbird (Flame),Flame Bowerbird,Passeriformes,Ptilonorhynchidae (Bowerbirds),,flabow1
15526,species,fimbow1,Sericulus bakeri,Fire-maned Bowerbird,Fire-maned Bowerbird,Passeriformes,Ptilonorhynchidae (Bowerbirds),,
